Like_Id,title,Likes,Dislikes,TEDViews,YouTubeViews,Ratings,,,,
372,Take back your city with paint,648,32,595537,41978,95.29411765,,,,
373,The oil spill's unseen villains -- and victims,971,42,594725,3539952,95.85389931,,,,
374,My father the forger,565,46,593099,1617536,92.47135843,,,,
375,Demand a fair trade cell phone,345,13,587181,18108,96.36871508,,,,
376,The attitudes that sparked Arab Spring,747,239,587088,1342510,75.76064909,,,,
377,Technology crafts for the digitally underserved,131,9,585351,9730,93.57142857,,,,
378,What's a snollygoster? A short lesson in political speak,556,11,582161,21352,98.05996473,,,,
379,A new way to diagnose autism,397,24,572281,1290746,94.29928741,,,,
380,Ballroom dance that breaks gender roles,2013,991,571009,69813 ,67.01065246,,,,
381,Being young and making an impact,37,3,569814,1535238,92.5,,,,
382,How our friendship survives our opposing politics,1802,201,566101,62668,89.96505242,,,,
383,Why light needs darkness,497,33,562653,1882742,93.77358491,,,,
384,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",794,31,554360,40979,96.24242424,,,,
385,How I help free innocent people from prison,1755,32,552732,33524,98.20928931,,,,
386,"Women entrepreneurs, example not exception",646,410,548121,1318454,61.17424242,,,,
387,Technology's epic story,602,72,540897,4908787,89.31750742,,,,
388,What a bike ride can teach you,0,0,539950,2586606,0,,,,
389,How your pictures can help reclaim lost history,1099,37,539207,40984,96.74295775,,,,
390,Meet e-Patient Dave,678,9,534289,1624184,98.68995633,,,,
391,How I taught rats to sniff out land mines,831,11,532619,2152734,98.6935867,,,,
392,A civil response to violence,398,88,525446,1624741,81.89300412,,,,
393,Why Libya's revolution didn't work -- and what might,404,257,525297,31878,61.11951589,,,,
394,Open-source cancer research,1111,15,507746,1594248,98.6678508,,,,
395,Why the live arts matter,0,0,497710,2859644,0,,,,
396,A universal translator for surgeons,282,25,497489,21214,91.85667752,,,,
397,A lab the size of a postage stamp,402,15,496827,5319077,96.4028777,,,,
398,HIV -- how to fight an epidemic of bad laws,585,199,493782,4384497,74.61734694,,,,
399,Gaming for understanding,142,5,490092,6569493,96.59863946,,,,
400,"Non-lethal weapons, a moral hazard?",830,54,485769,1247655,93.89140271,,,,
401,A new mission for veterans -- disaster relief,435,73,485501,24736,85.62992126,,,,
402,"Dance vs. powerpoint, a modest proposal",719,15,485285,1507057,97.95640327,,,,
403,Ethical riddles in HIV research,262,56,478878,30407,82.38993711,,,,
404,How do you save a shark you know nothing about?,43,0,478456,16601927,100,,,,
405,The secret of the bat genome,63,1,472121,5537,98.4375,,,,
406,How cyberattacks threaten real-world peace,396,295,471545,1610293,57.30824891,,,,
407,Visualizing the medical data explosion,21,0,463366,2009552,100,,,,
408,A reality check on renewables,762,53,462242,4340117,93.49693252,,,,
409,The economic injustice of plastic,520,171,462012,2012614,75.25325615,,,,
410,The political chemistry of oil,8,2,452632,2931366,80,,,,
411,Protecting the brain against concussion,15,2,452578,2572038,88.23529412,,,,
412,Should we simplify spelling?,982,731,448733,63769,57.32632808,,,,
413,How Argentina's blind soccer team became champions,610,70,443773,56201 ,89.70588235,,,,
414,How games make kids smarter,0,0,438379,1549458,0,,,,
415,"To understand autism, don't look away",1127,136,428279,48723,89.23198733,,,,
416,Hedonistic sustainability,2267,26,422460,1311426,98.86611426,,,,
417,A black man goes undercover in the alt-right,7982,1081,419309,171519 ,88.07238221,,,,
418,The sibling bond,878,16,418651,6503775,98.21029083,,,,
419,The economic case for preschool,266,95,407419,27461,73.68421053,,,,
420,The conversation we're not having about digital child abuse,1644,314,402343,81620,83.96322778,,,,
421,Singing the primal mystery,402,101,400082,1863929,79.92047714,,,,
422,"Know thyself, with a brain scanner",527,318,399314,1986542,62.36686391,,,,
423,The great penguin rescue,372,42,393695,1623955,89.85507246,,,,
424,"Thorium, an alternative nuclear fuel",4599,53,390395,1342510,98.86070507,,,,
425,Re-examining the remix,31,0,389961,3840850,100,,,,
426,"Pool medical patents, save lives",295,23,389194,20550,92.7672956,,,,
427,An unexpected place of healing,633,24,369363,1471722,96.34703196,,,,
428,Natural pest control ... using bugs!,332,18,368770,2679698,94.85714286,,,,
429,4 lessons from robots about being human,197,16,359381,1345444,92.48826291,,,,
430,Is life really that complex?,3111,137,353350,474454,95.7820197,,,,
431,The beautiful math behind the world's ugliest music,36304,2667,348992,1330614,93.15644967,,,,
432,How mobile phones power disaster relief,346,20,347644,16209727,94.53551913,,,,
433,In defense of dialogue,479,47,338346,1347633,91.06463878,,,,
434,The universal anesthesia machine,651,26,318110,1279825,96.15952733,,,,
435,"""Women of Hope""",8,0,310126,1342712,100,,,,
436,Design to challenge reality,856,11,306296,5917201,98.73125721,,,,
437,Women should represent women in media,89,15,298776,1248568,85.57692308,,,,
438,The right to understand,188,7,291251,1579033,96.41025641,,,,
439,Crowdsource your health,229,34,288585,19787465,87.07224335,,,,
440,6 ways to save the internet,17215,201,287416,1569991,98.84588884,,,,
441,Be suspicious of simple stories,854,55,277326,1354647,93.94939494,,,,
442,What happens inside those massive warehouses?,111,2,276779,1310078,98.2300885,,,,
443,How to topple a dictator,149,57,276132,1489438,72.33009709,,,,
444,"Cheap, effective shelter for disaster relief",82,4,271344,4811180,95.34883721,,,,
445,The world's smallest 3D printer,422,18,268280,1485801,95.90909091,,,,
446,3 new ways to kill mosquitoes,661,5,264684,4908787,99.24924925,,,,
447,Medicine for the 99 percent,242,20,242251,1468497,92.36641221,,,,
448,What happens when an NGO admits failure,0,0,221777,1482664,0,,,,
449,Make data more human,665,31,220716,1189824,95.54597701,,,,
450,The oil spill's toxic trade-off,0,0,220099,3464767,0,,,,
451,"""Family Tree""",574,20,217851,31168150,96.63299663,,,,
452,Inventing is the easy part. Marketing takes work,99,4,208115,1188149,96.11650485,,,,
453,My subversive (garden) plot,2515,71,191555,1469734,97.25444702,,,,
454,I am a pirate,0,0,181010,1187105,0,,,,
455,Look up for a change,369,10,175395,8444981,97.36147757,,,,
456,A new way to stop identity theft,131,13,174326,1330614,90.97222222,,,,
457,From stigma to supermodel,97,1,166959,5319077,98.97959184,,,,
458,The sea we've hardly seen,84,8,166835,4682458,91.30434783,,,,
459,Can astronomers help doctors?,214,5,161462,1367089,97.71689498,,,,
460,Plant fuels that could power a jet,93,1,155895,1324838,98.93617021,,,,
461,How mobile phones helped solve two murders,0,0,148971,1593651,0,,,,
462,When a reporter becomes the story,427,7,144044,68060,98.38709677,,,,
463,Victims of the city,209,18,142164,1194938,92.07048458,,,,
464,Open science now!,599,9,138812,74290,0,,,,
465,Beautiful artificial limbs,630,4,132199,1195181,99.36908517,,,,
466,"Change our culture, change our world",170,9,125050,1453242,94.97206704,,,,
467,Don't misrepresent Africa,0,0,121186,1502615,0,,,,
468,Deaf in the military,1603,54,120274,1502400,96.74109837,,,,
469,Beethoven the businessman,151,8,117756,4984884,94.96855346,,,,
470,Let's bridge the digital divide!,227,15,115346,1257858,93.80165289,,,,
471,The debut of the British Paraorchestra,1851,19,66668,1332920,98.98395722,,,,
